doctor_id,name,clinic_id,appointment_duration_in_minutes
D000003039,Dr. Priya Chong,880,15
D000003040,Dr. Li Tan,880,15
D000003041,Dr. Rachel Ng,881,30
D000003042,Dr. Lee Lim,881,20
D000003043,Dr. Hui Teo,881,15
D000003044,Dr. Ng Yap,882,20
D000003045,Dr. John Nair,882,20
D000003046,Dr. Teo Nair,882,20
D000003047,Dr. Lim Ng,882,15
D000003048,Dr. Nicole Low,882,15
D000003049,Dr. Michael Singh,883,30
D000003050,Dr. Lee Hassan,883,15
D000003051,Dr. Steven Teo,883,15
D000003052,Dr. Xin Ong,883,15
D000003053,Dr. Priya Ong,884,15
D000003054,Dr. Rachel Goh,884,15
D000003055,Dr. Jun Kumar,884,15
D000003056,Dr. Li Lee,884,20
D000003057,Dr. Xin Ong,885,15
D000003058,Dr. Sarah Krishnan,885,15
D000003059,Dr. Tan Low,885,15
D000003060,Dr. Tan Ali,886,15
D000003061,Dr. Grace Teo,886,20
D000003062,Dr. Kevin Soh,886,15
D000003063,Dr. Wong Nair,887,15
D000003064,Dr. Wong Tay,887,15
D000003065,Dr. Jing Yap,888,15
D000003066,Dr. Hui Sim,888,15
D000003067,Dr. Ng Lim,889,15
D000003068,Dr. Jessica Soh,889,15
D000003069,Dr. Yan Yap,889,15
D000003070,Dr. Michael Chua,889,20
D000003071,Dr. Kevin Singh,889,15
D000003072,Dr. Xin Goh,890,15
D000003073,Dr. Jennifer Krishnan,890,15
D000003074,Dr. Robert Lee,890,15
D000003075,Dr. Xin Low,890,15
D000003076,Dr. Ming Low,891,15
D000003077,Dr. David Hassan,891,15
D000003078,Dr. Ng Yeo,891,20
D000003079,Dr. David Ali,891,15
D000003080,Dr. Steven Hassan,891,20
D000003081,Dr. Ming Nair,892,15
D000003082,Dr. David Kumar,892,15
D000003083,Dr. Goh Ng,892,20
D000003084,Dr. John Tan,893,15
D000003085,Dr. Ng Lee,893,15
D000003086,Dr. Benjamin Koh,893,15
D000003087,Dr. John Soh,894,30
D000003088,Dr. Amanda Tay,894,15
D000003089,Dr. Jessica Krishnan,894,15
D000003090,Dr. Sarah Goh,895,20
D000003091,Dr. Yan Teo,895,15
D000003092,Dr. Steven Ong,896,20
D000003093,Dr. Steven Singh,896,20
D000003094,Dr. Linda Teo,896,15
D000003095,Dr. Grace Ho,896,20
D000003096,Dr. John Ho,897,15
D000003097,Dr. Grace Wong,897,30
D000003098,Dr. Ong Low,897,15
D000003099,Dr. Sarah Chng,897,15
D000003100,Dr. Grace Rahman,898,15
D000003101,Dr. Jessica Wong,898,30
D000003102,Dr. Daniel Ali,898,15
D000003103,Dr. Hui Singh,899,15
D000003104,Dr. Chen Ang,899,15
D000003105,Dr. Jessica Ali,899,20
D000003106,Dr. Nicole Sim,899,20
D000003107,Dr. Ong Goh,900,15
D000003108,Dr. Tan Ali,900,15
D000003109,Dr. Wong Tay,901,30
D000003110,Dr. Ming Ng,901,15
D000003111,Dr. Jing Ong,901,15
D000003112,Dr. Tan Ong,901,15
D000003113,Dr. Sarah Krishnan,901,15
D000003114,Dr. Daniel Chua,902,20
D000003115,Dr. Grace Rahman,902,15
D000003116,Dr. Wong Chua,902,15
D000003117,Dr. Michelle Ho,902,20
D000003118,Dr. Sarah Krishnan,902,15
D000003119,Dr. Grace Ho,903,30
D000003120,Dr. Jennifer Nair,903,15
D000003121,Dr. Jessica Chng,903,30
D000003122,Dr. Hui Teo,903,15
D000003123,Dr. Marcus Ho,904,15
D000003124,Dr. Priya Hassan,904,15
D000003125,Dr. Yan Tan,904,20
D000003126,Dr. Xin Chong,904,15
D000003127,Dr. James Sim,904,30
D000003128,Dr. Daniel Ng,905,15
D000003129,Dr. Lim Singh,905,30
D000003130,Dr. Daniel Ang,906,30
D000003131,Dr. Andrew Chua,906,15
D000003132,Dr. James Hassan,906,30
D000003133,Dr. Li Tan,906,20
D000003134,Dr. Teo Tan,907,20
D000003135,Dr. Rajesh Goh,907,15
D000003136,Dr. Wong Chng,907,15
D000003137,Dr. Wei Yeo,908,20
D000003138,Dr. Chen Ng,908,15
D000003139,Dr. Ong Chng,909,15
D000003140,Dr. Sarah Singh,909,15
D000003141,Dr. Mary Sim,909,15
D000003142,Dr. Robert Chua,909,15
D000003143,Dr. Andrew Hassan,909,15
D000003144,Dr. Emily Tan,910,15
D000003145,Dr. John Chua,910,30
D000003146,Dr. Yan Ng,910,20
D000003147,Dr. Kevin Sim,910,20
D000003148,Dr. Rachel Ong,911,15
D000003149,Dr. Andrew Chua,911,20
D000003150,Dr. Wei Chua,911,15
D000003151,Dr. Rajesh Rahman,912,15
D000003152,Dr. Teo Wong,912,15
D000003153,Dr. Ming Chen,912,15
D000003154,Dr. Linda Lee,912,15
D000003155,Dr. Goh Rahman,913,15
D000003156,Dr. Lim Soh,913,30
D000003157,Dr. Benjamin Ang,913,15
D000003158,Dr. Mary Singh,913,30
D000003159,Dr. Goh Singh,914,15
D000003160,Dr. Emily Nair,914,15
D000003161,Dr. Xin Ng,914,15
D000003162,Dr. Kumar Lim,914,15
D000003163,Dr. Amanda Nair,914,15
D000003164,Dr. Chen Goh,915,30
D000003165,Dr. Ming Ng,915,15
D000003166,Dr. Rajesh Singh,915,20
D000003167,Dr. Emily Ng,916,15
D000003168,Dr. Jennifer Koh,916,15
D000003169,Dr. Benjamin Goh,916,20
D000003170,Dr. John Chng,916,15
D000003171,Dr. Daniel Rahman,917,20
D000003172,Dr. Grace Goh,917,15
D000003173,Dr. Andrew Ng,918,15
D000003174,Dr. Li Lim,918,20
D000003175,Dr. Rachel Lee,919,15
D000003176,Dr. Kumar Ali,919,20
D000003177,Dr. Linda Teo,919,15
D000003178,Dr. James Kumar,919,15
D000003179,Dr. Chen Ang,920,15
D000003180,Dr. Kevin Tan,920,15
D000003181,Dr. Lee Ali,920,15
D000003182,Dr. Jessica Hassan,921,20
D000003183,Dr. Ng Chua,921,15
D000003184,Dr. David Chua,921,15
D000003185,Dr. Wei Sim,922,15
D000003186,Dr. Amanda Lee,922,15
D000003187,Dr. Jing Soh,922,15
D000003188,Dr. Marcus Nair,923,15
D000003189,Dr. Kevin Koh,923,15
D000003190,Dr. Grace Koh,924,20
D000003191,Dr. David Tan,924,15
D000003192,Dr. Priya Wong,924,20
D000003193,Dr. Tan Singh,924,15
D000003194,Dr. Ming Chng,925,15
D000003195,Dr. Jing Krishnan,925,15
D000003196,Dr. Jennifer Kumar,925,15
D000003197,Dr. Daniel Singh,925,15
D000003198,Dr. John Koh,925,20
D000003199,Dr. Andrew Tay,926,15
D000003200,Dr. Benjamin Yeo,926,15
D000003201,Dr. Kumar Krishnan,926,15
D000003202,Dr. Jun Lim,926,15
D000003203,Dr. Michael Teo,927,15
D000003204,Dr. Kevin Ho,927,15
D000003205,Dr. Tan Chng,928,15
D000003206,Dr. Ong Yap,928,15
D000003207,Dr. John Koh,928,20
D000003208,Dr. Priya Yeo,929,20
D000003209,Dr. Yan Ang,929,20
D000003210,Dr. Kumar Ali,930,15
D000003211,Dr. Sarah Rahman,930,15
D000003212,Dr. Hui Chua,930,15
D000003213,Dr. Michael Chua,931,15
D000003214,Dr. Wong Rahman,931,15
D000003215,Dr. Priya Wong,931,15
D000003216,Dr. Xin Lee,931,15
D000003217,Dr. Linda Lee,931,15
D000003218,Dr. David Low,932,15
D000003219,Dr. David Kumar,932,20
D000003220,Dr. Lim Singh,933,15
D000003221,Dr. Mary Sim,933,15
D000003222,Dr. Chen Chen,934,30
D000003223,Dr. Andrew Tay,934,15
D000003224,Dr. Ong Lee,934,15
D000003225,Dr. Jessica Yeo,935,15
D000003226,Dr. Yan Nair,935,15
D000003227,Dr. Jennifer Soh,935,20
D000003228,Dr. Li Lee,935,20
D000003229,Dr. Grace Ang,936,20
D000003230,Dr. Jennifer Sim,936,15
D000003231,Dr. Ng Ong,936,15
D000003232,Dr. Grace Low,936,15
D000003233,Dr. Nicole Singh,936,20
D000003234,Dr. Tan Ang,937,15
D000003235,Dr. James Ng,937,15
D000003236,Dr. Ming Ng,937,15
D000003237,Dr. Nicole Chen,938,15
D000003238,Dr. Ong Goh,938,15
D000003239,Dr. Linda Singh,939,15
D000003240,Dr. Kevin Chen,939,20
D000003241,Dr. Benjamin Yap,940,20
D000003242,Dr. David Hassan,940,15
D000003243,Dr. Kumar Chong,941,15
D000003244,Dr. Priya Chng,941,15
D000003245,Dr. Tan Rahman,941,20
D000003246,Dr. Yan Hassan,942,15
D000003247,Dr. Andrew Rahman,942,30
D000003248,Dr. Ong Yap,942,15
D000003249,Dr. Jun Goh,942,30
D000003250,Dr. Amanda Krishnan,942,20
D000003251,Dr. Marcus Ng,943,30
D000003252,Dr. Goh Hassan,943,20
D000003253,Dr. Kevin Ng,943,15
D000003254,Dr. Priya Yeo,943,15
D000003255,Dr. Michael Sim,944,15
D000003256,Dr. Lee Tay,944,15
D000003257,Dr. Andrew Kumar,944,15
D000003258,Dr. Hui Singh,945,20
D000003259,Dr. Amanda Lee,945,20
D000003260,Dr. Grace Ang,946,15
D000003261,Dr. Jennifer Wong,946,15
D000003262,Dr. Rajesh Goh,946,15
D000003263,Dr. Tan Nair,946,20
D000003264,Dr. Steven Chen,946,15
D000003265,Dr. Tan Ang,947,20
D000003266,Dr. Mary Singh,947,15
D000003267,Dr. Robert Chong,947,15
D000003268,Dr. Chen Lim,948,20
D000003269,Dr. Teo Chen,948,15
D000003270,Dr. Robert Kumar,948,15
D000003271,Dr. Grace Yap,949,15
D000003272,Dr. Andrew Low,949,15
D000003273,Dr. Chen Low,949,15
D000003274,Dr. David Chong,950,15
D000003275,Dr. Jing Chen,950,15
D000003276,Dr. Xin Singh,950,15
D000003277,Dr. Wong Koh,950,15
D000003278,Dr. Chen Chua,950,30
D000003279,Dr. Lee Sim,951,20
D000003280,Dr. Grace Chong,951,15
D000003281,Dr. Li Chen,951,15
D000003282,Dr. Rachel Chen,951,15
D000003283,Dr. Kevin Nair,952,15
D000003284,Dr. Rachel Chua,952,15
D000003285,Dr. Wei Goh,953,20
D000003286,Dr. Emily Rahman,953,15
D000003287,Dr. Priya Nair,953,15
D000003288,Dr. Yan Lee,953,15
D000003289,Dr. Robert Tay,953,30
D000003290,Dr. Ong Rahman,954,20
D000003291,Dr. Linda Nair,954,15
D000003292,Dr. Xin Goh,954,20
D000003293,Dr. Ong Singh,954,15
D000003294,Dr. Amanda Krishnan,955,20
D000003295,Dr. Tan Tay,955,15
D000003296,Dr. Emily Ong,955,20
D000003297,Dr. Benjamin Soh,956,15
D000003298,Dr. Tan Ong,956,20
D000003299,Dr. Mary Lee,956,15
D000003300,Dr. Lee Rahman,957,20
D000003301,Dr. Jennifer Kumar,957,15
D000003302,Dr. Lim Ho,957,15
D000003303,Dr. Jessica Ho,957,15
D000003304,Dr. Lee Krishnan,958,15
D000003305,Dr. Wong Ali,958,30
D000003306,Dr. Ng Ho,958,20
D000003307,Dr. Marcus Krishnan,958,20
D000003308,Dr. John Ong,959,15
D000003309,Dr. Mary Singh,959,15
D000003310,Dr. Ming Ong,959,20
D000003311,Dr. John Wong,959,20
D000003312,Dr. Goh Singh,960,20
D000003313,Dr. Michael Singh,960,15
D000003314,Dr. Ming Krishnan,960,15
D000003315,Dr. Mary Ali,960,15
D000003316,Dr. Li Sim,960,20
D000003317,Dr. John Yeo,961,15
D000003318,Dr. Grace Chen,961,20
D000003319,Dr. Chen Goh,962,30
D000003320,Dr. Jennifer Lim,962,15
D000003321,Dr. Hui Chng,963,15
D000003322,Dr. Rajesh Low,963,15
D000003323,Dr. Mary Tay,963,15
D000003324,Dr. Jessica Sim,963,15
D000003325,Dr. Steven Ang,963,15
D000003326,Dr. Goh Teo,964,15
D000003327,Dr. Rajesh Singh,964,15
D000003328,Dr. Benjamin Ng,964,20
D000003329,Dr. Ng Chng,964,15
D000003330,Dr. Jing Lim,965,20
D000003331,Dr. Robert Yeo,965,30
D000003332,Dr. Nicole Yap,965,15
D000003333,Dr. Marcus Chen,965,15
D000003334,Dr. Kumar Chong,966,15
D000003335,Dr. Marcus Ong,966,15
D000003336,Dr. Ming Chen,967,15
D000003337,Dr. Ong Lim,967,15
D000003338,Dr. James Ong,967,15
D000003339,Dr. Hui Ong,967,20
D000003340,Dr. Marcus Chen,967,15
D000003341,Dr. Marcus Yap,968,20
D000003342,Dr. David Ong,968,20
D000003343,Dr. Steven Ng,968,15
D000003344,Dr. Chen Ong,968,15
D000003345,Dr. Marcus Tan,968,15
D000003346,Dr. Kevin Chng,969,20
D000003347,Dr. Goh Yap,969,30
D000003348,Dr. Michael Chen,969,15
D000003349,Dr. Jennifer Wong,969,15
D000003350,Dr. David Yeo,969,15
D000003351,Dr. David Krishnan,970,15
D000003352,Dr. Kumar Low,970,15
D000003353,Dr. Rui Tan,971,15
D000003354,Dr. Li Kumar,971,15
D000003355,Dr. Wei Ho,971,15
D000003356,Dr. Tan Chua,971,15
D000003357,Dr. Lim Yeo,971,30
D000003358,Dr. Ong Lim,972,20
D000003359,Dr. Kumar Lee,972,20
D000003360,Dr. Jun Chng,973,15
D000003361,Dr. Yan Lim,973,15
D000003362,Dr. Jessica Kumar,973,15
D000003363,Dr. Teo Lim,974,15
D000003364,Dr. Nicole Chua,974,15
D000003365,Dr. Linda Rahman,974,15
D000003366,Dr. Teo Kumar,975,20
D000003367,Dr. Grace Chng,975,15
D000003368,Dr. Kumar Kumar,976,15
D000003369,Dr. Ong Tay,976,15
D000003370,Dr. Amanda Lim,976,15
D000003371,Dr. Amanda Yeo,976,20
D000003372,Dr. Chen Ali,977,15
D000003373,Dr. Ong Chng,977,15
D000003374,Dr. Rajesh Low,978,15
D000003375,Dr. Marcus Sim,978,15
D000003376,Dr. Michael Wong,979,15
D000003377,Dr. Jennifer Goh,979,15
D000003378,Dr. Lim Kumar,979,15
D000003379,Dr. Andrew Singh,979,15
D000003380,Dr. Michael Ho,979,30
D000003381,Dr. Xin Chen,980,15
D000003382,Dr. Daniel Krishnan,980,15
D000003383,Dr. Linda Sim,980,15
D000003384,Dr. Amanda Soh,980,15
D000003385,Dr. Kumar Rahman,980,15
D000003386,Dr. Hui Ali,981,15
D000003387,Dr. Rachel Koh,981,15
D000003388,Dr. Chen Lee,982,15
D000003389,Dr. James Yeo,982,15
D000003390,Dr. Sarah Singh,983,20
D000003391,Dr. Chen Nair,983,15
D000003392,Dr. Amanda Kumar,983,15
D000003393,Dr. Ng Singh,983,15
D000003394,Dr. Teo Krishnan,983,20
D000003395,Dr. Rachel Nair,984,20
D000003396,Dr. Tan Koh,984,15
D000003397,Dr. James Ali,984,15
D000003398,Dr. Priya Chua,984,15
D000003399,Dr. Lee Koh,985,15
D000003400,Dr. David Yeo,985,30
D000003401,Dr. Li Ong,985,20
D000003402,Dr. Chen Soh,986,15
D000003403,Dr. Rui Wong,986,20
D000003404,Dr. Li Singh,986,15
D000003405,Dr. Benjamin Yap,986,20
D000003406,Dr. Jennifer Singh,986,30
D000003407,Dr. Lee Koh,987,30
D000003408,Dr. Benjamin Ali,987,15
D000003409,Dr. Mary Lee,987,15
D000003410,Dr. Rachel Low,987,30
D000003411,Dr. Lee Singh,988,20
D000003412,Dr. Marcus Kumar,988,20
D000003413,Dr. Steven Chua,989,20
D000003414,Dr. Li Lee,989,20
D000003415,Dr. Daniel Ng,990,15
D000003416,Dr. David Lim,990,15
D000003417,Dr. Goh Kumar,990,20
D000003418,Dr. Michael Chua,991,20
D000003419,Dr. Jessica Tan,991,30
D000003420,Dr. Hui Lee,991,20
D000003421,Dr. Xin Chua,991,15
D000003422,Dr. Linda Yeo,991,15
D000003423,Dr. James Nair,992,15
D000003424,Dr. Kevin Lim,992,20
D000003425,Dr. Sarah Low,993,15
D000003426,Dr. Xin Lee,993,15
D000003427,Dr. Lim Teo,993,30
D000003428,Dr. David Ng,993,20
D000003429,Dr. Emily Krishnan,994,15
D000003430,Dr. Tan Goh,994,20
D000003431,Dr. Jing Ong,994,15
D000003432,Dr. Chen Singh,994,15
D000003433,Dr. Emily Lim,994,15
D000003434,Dr. Ng Ali,995,15
D000003435,Dr. Kumar Tay,995,15
D000003436,Dr. John Chong,996,30
D000003437,Dr. Kumar Teo,996,15
D000003438,Dr. Kumar Hassan,997,15
D000003439,Dr. Benjamin Ho,997,15
D000003440,Dr. Kevin Lim,998,20
D000003441,Dr. Goh Tan,998,30
D000003442,Dr. James Hassan,998,15
D000003443,Dr. Emily Chng,999,15
D000003444,Dr. Jun Chen,999,20
D000003445,Dr. Jing Nair,999,15
D000003446,Dr. John Nair,999,20
D000003447,Dr. Rajesh Singh,1000,20
D000003448,Dr. Goh Tay,1000,15
D000003449,Dr. Hui Hassan,1000,15
D000003450,Dr. Steven Chen,1000,15
D000003451,Dr. Daniel Lim,1000,20
D000003452,Dr. Jun Kumar,1001,15
D000003453,Dr. David Yap,1001,15
D000003454,Dr. Rui Tay,1001,15
D000003455,Dr. Yan Teo,1002,20
D000003456,Dr. Robert Koh,1002,15
D000003457,Dr. Steven Singh,1002,15
D000003458,Dr. Jennifer Low,1002,15
D000003459,Dr. Andrew Koh,1003,15
D000003460,Dr. Steven Ali,1003,20
D000003461,Dr. Jun Teo,1003,15
D000003462,Dr. Jing Ong,1003,15
D000003463,Dr. Rachel Teo,1003,15
D000003464,Dr. Sarah Tan,1004,20
D000003465,Dr. Mary Soh,1004,20
D000003466,Dr. Jing Ng,1005,15
D000003467,Dr. Li Nair,1005,15
D000003468,Dr. Xin Lim,1005,15
D000003469,Dr. Kevin Chong,1005,15
D000003470,Dr. Nicole Kumar,1006,15
D000003471,Dr. Benjamin Lee,1006,15
D000003472,Dr. Amanda Chng,1006,15
D000003473,Dr. John Yap,1006,30
D000003474,Dr. Mary Koh,1007,15
D000003475,Dr. Andrew Yap,1007,15
D000003476,Dr. Jun Ong,1007,15
D000003477,Dr. Michelle Wong,1007,15
D000003478,Dr. Kevin Teo,1007,30
D000003479,Dr. John Sim,1008,15
D000003480,Dr. Xin Ng,1008,15
D000003481,Dr. Lim Ali,1008,20
D000003482,Dr. Goh Yeo,1009,20
D000003483,Dr. Li Sim,1009,15
D000003484,Dr. Marcus Yap,1009,15
D000003485,Dr. Andrew Hassan,1010,15
D000003486,Dr. Michael Yeo,1010,15
D000003487,Dr. Daniel Low,1010,20
D000003488,Dr. Priya Sim,1011,15
D000003489,Dr. Jing Chen,1011,20
D000003490,Dr. Emily Krishnan,1011,15
D000003491,Dr. Rajesh Lim,1011,15
D000003492,Dr. Yan Ali,1012,15
D000003493,Dr. Rajesh Soh,1012,30
D000003494,Dr. Goh Nair,1012,15
D000003495,Dr. Marcus Lim,1012,20
D000003496,Dr. Amanda Krishnan,1013,20
D000003497,Dr. Michael Lee,1013,30
D000003498,Dr. Wong Tan,1013,15
D000003499,Dr. Linda Koh,1013,20
D000003500,Dr. Tan Chen,1014,15
D000003501,Dr. Xin Rahman,1014,20
D000003502,Dr. Rachel Chong,1015,15
D000003503,Dr. Kevin Kumar,1015,20
D000003504,Dr. Kumar Ali,1016,20
D000003505,Dr. Chen Chng,1016,15
D000003506,Dr. Linda Kumar,1016,15
D000003507,Dr. Tan Singh,1017,30
D000003508,Dr. Benjamin Chen,1017,20
D000003509,Dr. Michelle Ong,1017,20
D000003510,Dr. David Yeo,1017,20
D000003511,Dr. Jessica Wong,1018,15
D000003512,Dr. Hui Ng,1018,15
D000003513,Dr. Jun Lim,1019,15
D000003514,Dr. Teo Chen,1019,15
D000003515,Dr. Goh Chng,1019,15
D000003516,Dr. John Hassan,1019,15
D000003517,Dr. Daniel Ang,1019,30
D000003518,Dr. Hui Teo,1020,15
D000003519,Dr. Jessica Goh,1020,15
D000003520,Dr. Kevin Yap,1021,20
D000003521,Dr. Sarah Ng,1021,15
D000003522,Dr. Goh Low,1021,15
D000003523,Dr. Ong Sim,1021,15
D000003524,Dr. Ng Ong,1022,15
D000003525,Dr. Daniel Chua,1022,15
D000003526,Dr. Yan Ong,1023,15
D000003527,Dr. Kumar Tan,1023,15
D000003528,Dr. Amanda Ng,1023,15
D000003529,Dr. Mary Ng,1023,15
D000003530,Dr. Steven Hassan,1023,15
D000003531,Dr. Daniel Teo,1024,15
D000003532,Dr. Steven Teo,1024,30
D000003533,Dr. Rachel Tan,1024,20
D000003534,Dr. Hui Ong,1025,15
D000003535,Dr. Jun Lee,1025,15
D000003536,Dr. Steven Soh,1026,15
D000003537,Dr. Ong Nair,1026,15
D000003538,Dr. Wong Kumar,1026,20
D000003539,Dr. Rajesh Tan,1026,15
D000003540,Dr. Nicole Wong,1026,15
D000003541,Dr. John Chong,1027,15
D000003542,Dr. Ong Low,1027,30
D000003543,Dr. Linda Chua,1027,20
D000003544,Dr. Michelle Lim,1027,15
D000003545,Dr. Jessica Chng,1027,30
D000003546,Dr. Marcus Kumar,1028,15
D000003547,Dr. John Low,1028,15
D000003548,Dr. Wong Wong,1029,15
D000003549,Dr. Kevin Tay,1029,20
D000003550,Dr. Lim Kumar,1029,20
D000003551,Dr. Grace Tan,1030,15
D000003552,Dr. Ming Tan,1030,20
D000003553,Dr. Chen Wong,1031,15
D000003554,Dr. Jun Ang,1031,30
D000003555,Dr. Ong Hassan,1032,20
D000003556,Dr. Goh Singh,1032,15
D000003557,Dr. Rajesh Lee,1032,15
D000003558,Dr. Rui Krishnan,1033,15
D000003559,Dr. Benjamin Ho,1033,15
D000003560,Dr. Emily Low,1033,15
D000003561,Dr. Rui Goh,1033,15
D000003562,Dr. Yan Lee,1033,15
D000003563,Dr. Daniel Tan,1034,15
D000003564,Dr. Wei Ho,1034,20
D000003565,Dr. Michael Ang,1034,20
D000003566,Dr. Marcus Teo,1034,20
D000003567,Dr. James Koh,1035,15
D000003568,Dr. Lim Yeo,1035,15
D000003569,Dr. Tan Kumar,1035,30
D000003570,Dr. Lim Lee,1036,15
D000003571,Dr. Jing Wong,1036,15
D000003572,Dr. Ng Koh,1036,20
D000003573,Dr. Rachel Tay,1036,15
D000003574,Dr. Jessica Ong,1037,20
D000003575,Dr. Daniel Lee,1037,30
D000003576,Dr. Lim Ho,1037,15
D000003577,Dr. Jing Tan,1037,15
D000003578,Dr. Benjamin Wong,1037,15
D000003579,Dr. Jennifer Ang,1038,15
D000003580,Dr. Kevin Lee,1038,15
D000003581,Dr. Jing Wong,1038,15
D000003582,Dr. Amanda Lee,1038,20
D000003583,Dr. Steven Lim,1039,15
D000003584,Dr. Rachel Tay,1039,15
D000003585,Dr. Michelle Lee,1040,20
D000003586,Dr. Hui Chong,1040,20
D000003587,Dr. Marcus Yeo,1041,15
D000003588,Dr. Hui Ang,1041,20
D000003589,Dr. Nicole Yeo,1041,15
D000003590,Dr. Teo Nair,1041,20
D000003591,Dr. Li Rahman,1041,15
D000003592,Dr. Kevin Ali,1042,30
D000003593,Dr. Jun Chen,1042,20
D000003594,Dr. Wong Ong,1042,15
D000003595,Dr. Amanda Chua,1043,15
D000003596,Dr. Wei Tan,1043,15
D000003597,Dr. Jun Goh,1043,15
D000003598,Dr. Nicole Sim,1044,20
D000003599,Dr. Wong Ong,1044,20
D000003600,Dr. Ming Chng,1045,15
D000003601,Dr. Kevin Wong,1045,15
D000003602,Dr. Amanda Ali,1046,30
D000003603,Dr. Kumar Chua,1046,30
D000003604,Dr. Michael Chua,1046,20
D000003605,Dr. Steven Nair,1046,15
D000003606,Dr. Robert Chua,1047,20
D000003607,Dr. Jessica Ng,1047,15
D000003608,Dr. Teo Chong,1047,15
D000003609,Dr. Kevin Rahman,1047,15
D000003610,Dr. Marcus Tay,1047,15
D000003611,Dr. Nicole Goh,1048,15
D000003612,Dr. Priya Singh,1048,15
D000003613,Dr. Jessica Ng,1048,15
D000003614,Dr. Priya Lee,1049,15
D000003615,Dr. Benjamin Koh,1049,15
D000003616,Dr. Ng Tay,1049,30
D000003617,Dr. Jessica Chong,1049,20
D000003618,Dr. Jun Koh,1050,15
D000003619,Dr. Wong Lim,1050,15
D000003620,Dr. Michelle Lee,1050,15
D000003621,Dr. Jing Koh,1050,15
D000003622,Dr. Robert Ali,1050,20
D000003623,Dr. Amanda Yap,1051,15
D000003624,Dr. Linda Lim,1051,15
D000003625,Dr. Teo Ho,1052,15
D000003626,Dr. Yan Yeo,1052,15
D000003627,Dr. Chen Ali,1052,15
D000003628,Dr. Linda Krishnan,1053,15
D000003629,Dr. Michael Koh,1053,20
D000003630,Dr. Yan Ng,1054,15
D000003631,Dr. Rui Teo,1054,15
D000003632,Dr. Robert Yap,1054,30
D000003633,Dr. Robert Krishnan,1054,20
D000003634,Dr. Daniel Chong,1054,20
D000003635,Dr. Xin Kumar,1055,20
D000003636,Dr. James Chong,1055,15
D000003637,Dr. Lim Tan,1055,30
D000003638,Dr. Rajesh Koh,1055,20
D000003639,Dr. John Chua,1056,15
D000003640,Dr. David Ho,1056,15
D000003641,Dr. Li Tay,1056,15
D000003642,Dr. Chen Chng,1056,15
D000003643,Dr. Steven Sim,1056,15
D000003644,Dr. Michelle Tay,1057,15
D000003645,Dr. Rachel Chen,1057,15
D000003646,Dr. John Ang,1058,15
D000003647,Dr. Teo Low,1058,20
D000003648,Dr. Wei Low,1058,15
D000003649,Dr. Ong Hassan,1058,15
D000003650,Dr. James Kumar,1058,15
D000003651,Dr. Ming Koh,1059,15
D000003652,Dr. Grace Chen,1059,20
D000003653,Dr. Priya Rahman,1059,20
D000003654,Dr. Kumar Rahman,1060,15
D000003655,Dr. Wei Lee,1060,30
D000003656,Dr. Rachel Lim,1061,15
D000003657,Dr. Kumar Krishnan,1061,20
D000003658,Dr. Benjamin Yap,1062,20
D000003659,Dr. Yan Lim,1062,15
D000003660,Dr. Jing Teo,1063,15
D000003661,Dr. Linda Ho,1063,15
D000003662,Dr. David Teo,1063,20
D000003663,Dr. Yan Singh,1063,20
D000003664,Dr. Li Yeo,1064,20
D000003665,Dr. Robert Ho,1064,20
D000003666,Dr. Rui Chong,1065,15
D000003667,Dr. Michael Ho,1065,20
D000003668,Dr. Ng Ang,1065,15
D000003669,Dr. Jun Lim,1066,15
D000003670,Dr. John Kumar,1066,15
D000003671,Dr. Chen Chng,1066,20
D000003672,Dr. Sarah Ang,1067,15
D000003673,Dr. Andrew Tay,1067,20
D000003674,Dr. Kumar Tay,1067,15
D000003675,Dr. Goh Rahman,1068,20
D000003676,Dr. Linda Wong,1068,15
D000003677,Dr. Daniel Goh,1069,15
D000003678,Dr. Sarah Koh,1069,15
D000003679,Dr. Teo Lim,1069,15
D000003680,Dr. Jennifer Ho,1069,15
D000003681,Dr. Goh Ho,1069,15
D000003682,Dr. Lee Ang,1070,15
D000003683,Dr. Mary Lee,1070,15
D000003684,Dr. Daniel Sim,1071,15
D000003685,Dr. Priya Lee,1071,15
D000003686,Dr. Lim Ong,1071,30
D000003687,Dr. Steven Tan,1071,15
D000003688,Dr. Linda Singh,1072,20
D000003689,Dr. Wei Low,1072,15
D000003690,Dr. Goh Lim,1072,15
D000003691,Dr. Xin Chua,1072,15
D000003692,Dr. Teo Soh,1073,15
D000003693,Dr. Xin Tan,1073,30
D000003694,Dr. Steven Nair,1073,15
D000003695,Dr. Benjamin Krishnan,1074,15
D000003696,Dr. Benjamin Ang,1074,20
D000003697,Dr. Chen Wong,1074,15
D000003698,Dr. James Chua,1074,15
D000003699,Dr. Chen Low,1075,20
D000003700,Dr. Tan Chng,1075,15
D000003701,Dr. Andrew Chen,1075,15
D000003702,Dr. Grace Lim,1076,15
D000003703,Dr. Daniel Singh,1076,15
D000003704,Dr. Rajesh Tan,1076,15
D000003705,Dr. Jun Teo,1077,15
D000003706,Dr. Emily Lim,1077,15
D000003707,Dr. Michael Krishnan,1077,20
D000003708,Dr. Wong Chen,1077,15
D000003709,Dr. Jennifer Ong,1077,15
D000003710,Dr. David Sim,1078,20
